case,category,topology,order,mode,operation,iterations,seconds,ns_per_call,min_ns_per_call,max_ns_per_call,allocations_per_call,model_lower_bound_ns,measured_to_model_bound,modeled_flops_per_call,estimated_bytes_per_call
lagrange_pyramid_order2_strided_values,lagrange_pyramid_strided,pyramid,2,strided,values,4000,0.013225037,3306.25925,3190.26075,3487.26975,0.0,0,0,0,4144
lagrange_pyramid_order2_strided_hessians,lagrange_pyramid_strided,pyramid,2,strided,hessians,2000,0.018629203,9314.6015,9279.7015,9363.4575,0.0,0,0,0,37296
lagrange_pyramid_order5_strided_all,lagrange_pyramid_strided,pyramid,5,strided,all,500,1.440717056,2881434.112,2861911.266,2934502.318,0.0,0,0,0,766584
lagrange_line_order1_construction,lagrange_construction,line,1,construction,construction,20,6.281e-06,314.05,285.45,513.9,7.0,0,0,0,0
lagrange_line_order1_point_values,lagrange_scalar_point,line,1,point,values,5000,4.3916e-05,8.7832,8.777,8.7852,0.0,0,0,10,16
lagrange_line_order1_point_gradients,lagrange_scalar_point,line,1,point,gradients,5000,6.0982e-05,12.1964,12.1936,12.1964,0.0,0,0,18,48
lagrange_line_order1_point_hessians,lagrange_scalar_point,line,1,point,hessians,5000,7.4541e-05,14.9082,14.9042,14.91,0.0,0,0,26,144
lagrange_line_order1_point_all,lagrange_scalar_point,line,1,point,all,5000,0.000113821,22.7642,22.7598,23.6748,0.0,0,0,30,208
lagrange_line_order1_strided_values,lagrange_strided_batch,line,1,strided,values,1000,6.2637e-05,62.637,61.815,65.303,0.0,0,0,40,80
lagrange_line_order1_strided_gradients,lagrange_strided_batch,line,1,strided,gradients,1000,7.4572e-05,74.572,74.563,74.663,0.0,0,0,72,240
lagrange_line_order1_strided_hessians,lagrange_strided_batch,line,1,strided,hessians,1000,8.803e-05,88.03,88.003,90.559,0.0,0,0,104,720
lagrange_line_order1_strided_all,lagrange_strided_batch,line,1,strided,all,1000,9.9502e-05,99.502,99.466,99.6,0.0,0,0,120,1040
lagrange_line_order2_construction,lagrange_construction,line,2,construction,construction,20,7.448e-06,372.4,335.0,411.65,9.0,0,0,0,0
lagrange_line_order2_point_values,lagrange_scalar_point,line,2,point,values,5000,4.067e-05,8.134,8.132,8.1454,0.0,0,0,15,24
lagrange_line_order2_point_gradients,lagrange_scalar_point,line,2,point,gradients,5000,6.9207e-05,13.8414,13.8318,14.5226,0.0,0,0,27,72
lagrange_line_order2_point_hessians,lagrange_scalar_point,line,2,point,hessians,5000,8.6715e-05,17.343,17.3422,17.3518,0.0,0,0,39,216
lagrange_line_order2_point_all,lagrange_scalar_point,line,2,point,all,5000,0.000134123,26.8246,26.823,26.834,0.0,0,0,45,312
lagrange_line_order2_strided_values,lagrange_strided_batch,line,2,strided,values,1000,7.7264e-05,77.264,77.237,79.841,0.0,0,0,60,120
lagrange_line_order2_strided_gradients,lagrange_strided_batch,line,2,strided,gradients,1000,9.6622e-05,96.622,96.535,123.861,0.0,0,0,108,360
lagrange_line_order2_strided_hessians,lagrange_strided_batch,line,2,strided,hessians,1000,0.000118313,118.313,117.642,120.003,0.0,0,0,156,1080
lagrange_line_order2_strided_all,lagrange_strided_batch,line,2,strided,all,1000,0.000134435,134.435,134.417,134.517,0.0,0,0,180,1560
lagrange_line_order3_construction,lagrange_construction,line,3,construction,construction,20,8.174e-06,408.7,404.9,496.85,9.0,0,0,0,0
lagrange_line_order3_point_values,lagrange_scalar_point,line,3,point,values,5000,5.1511e-05,10.3022,10.2988,10.3046,0.0,0,0,20,32
lagrange_line_order3_point_gradients,lagrange_scalar_point,line,3,point,gradients,5000,7.8606e-05,15.7212,15.7196,16.2894,0.0,0,0,36,96
lagrange_line_order3_point_hessians,lagrange_scalar_point,line,3,point,hessians,5000,0.000150496,30.0992,30.088,30.1006,0.0,0,0,52,288
lagrange_line_order3_point_all,lagrange_scalar_point,line,3,point,all,5000,0.000229716,45.9432,42.9212,46.6184,0.0,0,0,60,416
lagrange_line_order3_strided_values,lagrange_strided_batch,line,3,strided,values,1000,9.2184e-05,92.184,92.085,92.323,0.0,0,0,80,160
lagrange_line_order3_strided_gradients,lagrange_strided_batch,line,3,strided,gradients,1000,0.000115471,115.471,114.524,121.604,0.0,0,0,144,480
lagrange_line_order3_strided_hessians,lagrange_strided_batch,line,3,strided,hessians,1000,0.00014843,148.43,145.56,148.776,0.0,0,0,208,1440
lagrange_line_order3_strided_all,lagrange_strided_batch,line,3,strided,all,1000,0.000172573,172.573,171.059,175.488,0.0,0,0,240,2080
lagrange_line_order4_construction,lagrange_construction,line,4,construction,construction,20,9.506e-06,475.3,473.45,729.6,10.0,0,0,0,0
lagrange_line_order4_point_values,lagrange_scalar_point,line,4,point,values,5000,0.000192137,38.4274,37.2944,41.4004,0.0,0,0,25,40
lagrange_line_order4_point_gradients,lagrange_scalar_point,line,4,point,gradients,5000,0.000254363,50.8726,50.8558,50.928,0.0,0,0,45,120
lagrange_line_order4_point_hessians,lagrange_scalar_point,line,4,point,hessians,5000,0.000453535,90.707,68.9456,108.5644,0.0,0,0,65,360
lagrange_line_order4_point_all,lagrange_scalar_point,line,4,point,all,5000,0.000388723,77.7446,76.3192,80.9824,0.0,0,0,75,520
lagrange_line_order4_strided_values,lagrange_strided_batch,line,4,strided,values,1000,0.00011602,116.02,114.595,120.922,0.0,0,0,100,200
lagrange_line_order4_strided_gradients,lagrange_strided_batch,line,4,strided,gradients,1000,0.000156875,156.875,156.808,156.939,0.0,0,0,180,600
lagrange_line_order4_strided_hessians,lagrange_strided_batch,line,4,strided,hessians,1000,0.000202365,202.365,202.016,207.307,0.0,0,0,260,1800
lagrange_line_order4_strided_all,lagrange_strided_batch,line,4,strided,all,1000,0.000235188,235.188,235.066,238.998,0.0,0,0,300,2600
lagrange_line_order5_construction,lagrange_construction,line,5,construction,construction,20,2.6464e-05,1323.2,1309.15,1653.05,41.0,0,0,0,0
lagrange_line_order5_point_values,lagrange_scalar_point,line,5,point,values,5000,0.000549842,109.9684,109.5312,113.6842,0.0,0,0,30,48
lagrange_line_order5_point_gradients,lagrange_scalar_point,line,5,point,gradients,5000,0.000807428,161.4856,157.7756,163.76,0.0,0,0,54,144
lagrange_line_order5_point_hessians,lagrange_scalar_point,line,5,point,hessians,5000,0.00104149,208.298,207.9958,212.5642,0.0,0,0,78,432
lagrange_line_order5_point_all,lagrange_scalar_point,line,5,point,all,5000,0.001116593,223.3186,217.6876,223.487,0.0,0,0,90,624
lagrange_line_order5_strided_values,lagrange_strided_batch,line,5,strided,values,1000,0.000444394,444.394,392.628,560.66,0.0,0,0,120,240
lagrange_line_order5_strided_gradients,lagrange_strided_batch,line,5,strided,gradients,1000,0.000613236,613.236,594.661,620.936,0.0,0,0,216,720
lagrange_line_order5_strided_hessians,lagrange_strided_batch,line,5,strided,hessians,1000,0.000833981,833.981,813.659,844.11,0.0,0,0,312,2160
lagrange_line_order5_strided_all,lagrange_strided_batch,line,5,strided,all,1000,0.000870693,870.693,846.87,878.682,0.0,0,0,360,3120
lagrange_line_order6_construction,lagrange_construction,line,6,construction,construction,20,3.3012e-05,1650.6,1534.3,1823.2,53.0,0,0,0,0
lagrange_line_order6_point_values,lagrange_scalar_point,line,6,point,values,5000,0.000752884,150.5768,150.312,150.8012,0.0,0,0,35,56
lagrange_line_order6_point_gradients,lagrange_scalar_point,line,6,point,gradients,5000,0.001024931,204.9862,204.1142,209.0758,0.0,0,0,63,168
lagrange_line_order6_point_hessians,lagrange_scalar_point,line,6,point,hessians,5000,0.001391719,278.3438,277.7548,323.1406,0.0,0,0,91,504
lagrange_line_order6_point_all,lagrange_scalar_point,line,6,point,all,5000,0.001456168,291.2336,290.0688,302.1262,0.0,0,0,105,728
lagrange_line_order6_strided_values,lagrange_strided_batch,line,6,strided,values,1000,0.000528158,528.158,526.415,529.259,0.0,0,0,140,280
lagrange_line_order6_strided_gradients,lagrange_strided_batch,line,6,strided,gradients,1000,0.000742166,742.166,740.053,742.76,0.0,0,0,252,840
lagrange_line_order6_strided_hessians,lagrange_strided_batch,line,6,strided,hessians,1000,0.00100868,1008.68,1008.395,1035.621,0.0,0,0,364,2520
lagrange_line_order6_strided_all,lagrange_strided_batch,line,6,strided,all,1000,0.001046004,1046.004,1045.703,1048.221,0.0,0,0,420,3640
lagrange_line_order7_construction,lagrange_construction,line,7,construction,construction,20,4.0014e-05,2000.7,1847.25,2170.7,67.0,0,0,0,0
lagrange_line_order7_point_values,lagrange_scalar_point,line,7,point,values,5000,0.00064921,129.842,126.9208,169.5084,0.0,0,0,40,64
lagrange_line_order7_point_gradients,lagrange_scalar_point,line,7,point,gradients,5000,0.001001845,200.369,199.8478,202.193,0.0,0,0,72,192
lagrange_line_order7_point_hessians,lagrange_scalar_point,line,7,point,hessians,5000,0.001382846,276.5692,275.8124,280.9752,0.0,0,0,104,576
lagrange_line_order7_point_all,lagrange_scalar_point,line,7,point,all,5000,0.001464977,292.9954,292.0724,297.581,0.0,0,0,120,832
lagrange_line_order7_strided_values,lagrange_strided_batch,line,7,strided,values,1000,0.000613131,613.131,611.23,613.326,0.0,0,0,160,320
lagrange_line_order7_strided_gradients,lagrange_strided_batch,line,7,strided,gradients,1000,0.00090269,902.69,854.326,1058.134,0.0,0,0,288,960
lagrange_line_order7_strided_hessians,lagrange_strided_batch,line,7,strided,hessians,1000,0.001696732,1696.732,1339.961,1717.567,0.0,0,0,416,2880
lagrange_line_order7_strided_all,lagrange_strided_batch,line,7,strided,all,1000,0.001812045,1812.045,1796.48,1929.146,0.0,0,0,480,4160
lagrange_line_order8_construction,lagrange_construction,line,8,construction,construction,20,9.4372e-05,4718.6,4457.55,4950.1,84.0,0,0,0,0
lagrange_line_order8_point_values,lagrange_scalar_point,line,8,point,values,5000,0.001133266,226.6532,162.6924,237.8108,0.0,0,0,45,72
lagrange_line_order8_point_gradients,lagrange_scalar_point,line,8,point,gradients,5000,0.001113075,222.615,219.4656,229.1294,0.0,0,0,81,216
lagrange_line_order8_point_hessians,lagrange_scalar_point,line,8,point,hessians,5000,0.001557539,311.5078,305.6,312.4516,0.0,0,0,117,648
lagrange_line_order8_point_all,lagrange_scalar_point,line,8,point,all,5000,0.001591375,318.275,317.7546,319.8798,0.0,0,0,135,936
lagrange_line_order8_strided_values,lagrange_strided_batch,line,8,strided,values,1000,0.000518682,518.682,515.499,519.474,0.0,0,0,180,360
lagrange_line_order8_strided_gradients,lagrange_strided_batch,line,8,strided,gradients,1000,0.000762636,762.636,760.106,765.171,0.0,0,0,324,1080
lagrange_line_order8_strided_hessians,lagrange_strided_batch,line,8,strided,hessians,1000,0.001093876,1093.876,1073.917,1100.893,0.0,0,0,468,3240
lagrange_line_order8_strided_all,lagrange_strided_batch,line,8,strided,all,1000,0.001144052,1144.052,1111.043,1144.698,0.0,0,0,540,4680
lagrange_triangle_order1_construction,lagrange_construction,triangle,1,construction,construction,20,4.451e-06,222.55,209.5,418.2,2.0,0,0,0,0
lagrange_triangle_order1_point_values,lagrange_scalar_point,triangle,1,point,values,5000,5.0136e-05,10.0272,10.0268,10.0292,0.0,0,0,12,24
lagrange_triangle_order1_point_gradients,lagrange_scalar_point,triangle,1,point,gradients,5000,5.626e-05,11.252,11.2494,11.2526,0.0,0,0,24,72
lagrange_triangle_order1_point_hessians,lagrange_scalar_point,triangle,1,point,hessians,5000,7.5829e-05,15.1658,14.4334,15.4434,0.0,0,0,48,216
lagrange_triangle_order1_point_all,lagrange_scalar_point,triangle,1,point,all,5000,0.000116156,23.2312,23.2284,23.232,0.0,0,0,84,312
lagrange_triangle_order1_strided_values,lagrange_strided_batch,triangle,1,strided,values,1000,0.000139299,139.299,139.276,139.79,0.0,0,0,48,120
lagrange_triangle_order1_strided_gradients,lagrange_strided_batch,triangle,1,strided,gradients,1000,0.000139808,139.808,139.687,139.868,0.0,0,0,96,360
lagrange_triangle_order1_strided_hessians,lagrange_strided_batch,triangle,1,strided,hessians,1000,0.000159004,159.004,159.0,164.598,0.0,0,0,192,1080
lagrange_triangle_order1_strided_all,lagrange_strided_batch,triangle,1,strided,all,1000,0.0001722,172.2,172.184,172.379,0.0,0,0,336,1560
lagrange_triangle_order2_construction,lagrange_construction,triangle,2,construction,construction,20,6.846e-06,342.3,328.45,360.6,2.0,0,0,0,0
lagrange_triangle_order2_point_values,lagrange_scalar_point,triangle,2,point,values,5000,4.0374e-05,8.0748,8.0724,8.0788,0.0,0,0,36,48
lagrange_triangle_order2_point_gradients,lagrange_scalar_point,triangle,2,point,gradients,5000,7.951e-05,15.902,15.9004,17.0598,0.0,0,0,72,144
lagrange_triangle_order2_point_hessians,lagrange_scalar_point,triangle,2,point,hessians,5000,0.00012594,25.188,25.1846,25.3614,0.0,0,0,144,432
lagrange_triangle_order2_point_all,lagrange_scalar_point,triangle,2,point,all,5000,0.000194732,38.9464,38.8888,39.5278,0.0,0,0,252,624
lagrange_triangle_order2_strided_values,lagrange_strided_batch,triangle,2,strided,values,1000,0.000216683,216.683,216.455,216.885,0.0,0,0,144,240
lagrange_triangle_order2_strided_gradients,lagrange_strided_batch,triangle,2,strided,gradients,1000,0.000224662,224.662,224.592,224.689,0.0,0,0,288,720
lagrange_triangle_order2_strided_hessians,lagrange_strided_batch,triangle,2,strided,hessians,1000,0.000266275,266.275,266.249,268.607,0.0,0,0,576,2160
lagrange_triangle_order2_strided_all,lagrange_strided_batch,triangle,2,strided,all,1000,0.000292132,292.132,291.997,294.124,0.0,0,0,1008,3120
lagrange_triangle_order3_construction,lagrange_construction,triangle,3,construction,construction,20,8.702e-06,435.1,434.95,559.2,2.0,0,0,0,0
lagrange_triangle_order3_point_values,lagrange_scalar_point,triangle,3,point,values,5000,4.7999e-05,9.5998,9.592,9.6026,0.0,0,0,80,80
lagrange_triangle_order3_point_gradients,lagrange_scalar_point,triangle,3,point,gradients,5000,0.000161369,32.2738,32.1946,34.1112,0.0,0,0,160,240
lagrange_triangle_order3_point_hessians,lagrange_scalar_point,triangle,3,point,hessians,5000,0.000329497,65.8994,64.9664,66.6684,0.0,0,0,320,720
lagrange_triangle_order3_point_all,lagrange_scalar_point,triangle,3,point,all,5000,0.000515197,103.0394,99.467,106.5262,0.0,0,0,560,1040
lagrange_triangle_order3_strided_values,lagrange_strided_batch,triangle,3,strided,values,1000,0.000329678,329.678,329.319,333.484,0.0,0,0,320,400
lagrange_triangle_order3_strided_gradients,lagrange_strided_batch,triangle,3,strided,gradients,1000,0.000345142,345.142,344.916,347.235,0.0,0,0,640,1200
lagrange_triangle_order3_strided_hessians,lagrange_strided_batch,triangle,3,strided,hessians,1000,0.000431125,431.125,428.105,449.554,0.0,0,0,1280,3600
lagrange_triangle_order3_strided_all,lagrange_strided_batch,triangle,3,strided,all,1000,0.00046597,465.97,463.547,466.825,0.0,0,0,2240,5200
lagrange_triangle_order4_construction,lagrange_construction,triangle,4,construction,construction,20,1.1778e-05,588.9,564.75,756.1,2.0,0,0,0,0
lagrange_triangle_order4_point_values,lagrange_scalar_point,triangle,4,point,values,5000,0.000510484,102.0968,101.7964,104.4706,0.0,0,0,150,120
lagrange_triangle_order4_point_gradients,lagrange_scalar_point,triangle,4,point,gradients,5000,0.000477209,95.4418,95.0246,95.7376,0.0,0,0,300,360
lagrange_triangle_order4_point_hessians,lagrange_scalar_point,triangle,4,point,hessians,5000,0.000652563,130.5126,130.242,130.6144,0.0,0,0,600,1080
lagrange_triangle_order4_point_all,lagrange_scalar_point,triangle,4,point,all,5000,0.000831549,166.3098,166.2804,168.5206,0.0,0,0,1050,1560
lagrange_triangle_order4_strided_values,lagrange_strided_batch,triangle,4,strided,values,1000,0.00045889,458.89,458.782,459.882,0.0,0,0,600,600
lagrange_triangle_order4_strided_gradients,lagrange_strided_batch,triangle,4,strided,gradients,1000,0.000496409,496.409,490.476,518.339,0.0,0,0,1200,1800
lagrange_triangle_order4_strided_hessians,lagrange_strided_batch,triangle,4,strided,hessians,1000,0.000615202,615.202,615.102,618.589,0.0,0,0,2400,5400
lagrange_triangle_order4_strided_all,lagrange_strided_batch,triangle,4,strided,all,1000,0.000680852,680.852,679.015,714.502,0.0,0,0,4200,7800
lagrange_triangle_order5_construction,lagrange_construction,triangle,5,construction,construction,20,1.5684e-05,784.2,774.35,959.3,2.0,0,0,0,0
lagrange_triangle_order5_point_values,lagrange_scalar_point,triangle,5,point,values,2500,0.000295775,118.31,118.28,119.722,0.0,0,0,252,168
lagrange_triangle_order5_point_gradients,lagrange_scalar_point,triangle,5,point,gradients,2500,0.000310072,124.0288,124.018,125.0168,0.0,0,0,504,504
lagrange_triangle_order5_point_hessians,lagrange_scalar_point,triangle,5,point,hessians,2500,0.000427164,170.8656,170.8496,171.9556,0.0,0,0,1008,1512
lagrange_triangle_order5_point_all,lagrange_scalar_point,triangle,5,point,all,2500,0.000489511,195.8044,189.3132,199.3508,0.0,0,0,1764,2184
lagrange_triangle_order5_strided_values,lagrange_strided_batch,triangle,5,strided,values,500,0.000309105,618.21,616.29,625.998,0.0,0,0,1008,840
lagrange_triangle_order5_strided_gradients,lagrange_strided_batch,triangle,5,strided,gradients,500,0.000326844,653.688,653.65,659.358,0.0,0,0,2016,2520
lagrange_triangle_order5_strided_hessians,lagrange_strided_batch,triangle,5,strided,hessians,500,0.000408799,817.598,816.7,822.624,0.0,0,0,4032,7560
lagrange_triangle_order5_strided_all,lagrange_strided_batch,triangle,5,strided,all,500,0.000459261,918.522,916.614,965.99,0.0,0,0,7056,10920
lagrange_triangle_order6_construction,lagrange_construction,triangle,6,construction,construction,20,2.0661e-05,1033.05,1000.7,1120.75,2.0,0,0,0,0
lagrange_triangle_order6_point_values,lagrange_scalar_point,triangle,6,point,values,1666,0.000251884,151.190876351,151.072028812,157.396158463,0.0,0,0,392,224
lagrange_triangle_order6_point_gradients,lagrange_scalar_point,triangle,6,point,gradients,1666,0.000265634,159.444177671,158.604441777,159.597238896,0.0,0,0,784,672
lagrange_triangle_order6_point_hessians,lagrange_scalar_point,triangle,6,point,hessians,1666,0.000362366,217.506602641,216.25090036,225.303121248,0.0,0,0,1568,2016
lagrange_triangle_order6_point_all,lagrange_scalar_point,triangle,6,point,all,1666,0.000412633,247.678871549,247.470588235,249.295318127,0.0,0,0,2744,2912
lagrange_triangle_order6_strided_values,lagrange_strided_batch,triangle,6,strided,values,333,0.000264733,794.993993994,792.072072072,800.795795796,0.0,0,0,1568,1120
lagrange_triangle_order6_strided_gradients,lagrange_strided_batch,triangle,6,strided,gradients,333,0.00028213,847.237237237,847.09009009,855.96996997,0.0,0,0,3136,3360
lagrange_triangle_order6_strided_hessians,lagrange_strided_batch,triangle,6,strided,hessians,333,0.000353774,1062.38438438,1061.92192192,1068.92492492,0.0,0,0,6272,10080
lagrange_triangle_order6_strided_all,lagrange_strided_batch,triangle,6,strided,all,333,0.000400664,1203.1951952,1196.97297297,1208.52552553,0.0,0,0,10976,14560
lagrange_triangle_order7_construction,lagrange_construction,triangle,7,construction,construction,20,2.4829e-05,1241.45,1239.25,2031.75,2.0,0,0,0,0
lagrange_triangle_order7_point_values,lagrange_scalar_point,triangle,7,point,values,1250,0.000229491,183.5928,183.5792,187.9272,0.0,0,0,576,288
lagrange_triangle_order7_point_gradients,lagrange_scalar_point,triangle,7,point,gradients,1250,0.000233322,186.6576,186.5288,188.5976,0.0,0,0,1152,864
lagrange_triangle_order7_point_hessians,lagrange_scalar_point,triangle,7,point,hessians,1250,0.000334653,267.7224,266.7288,269.7072,0.0,0,0,2304,2592
lagrange_triangle_order7_point_all,lagrange_scalar_point,triangle,7,point,all,1250,0.000382914,306.3312,305.1856,318.3624,0.0,0,0,4032,3744
lagrange_triangle_order7_strided_values,lagrange_strided_batch,triangle,7,strided,values,250,0.00024041,961.64,960.684,973.676,0.0,0,0,2304,1440
lagrange_triangle_order7_strided_gradients,lagrange_strided_batch,triangle,7,strided,gradients,250,0.000256822,1027.288,1027.096,1042.728,0.0,0,0,4608,4320
lagrange_triangle_order7_strided_hessians,lagrange_strided_batch,triangle,7,strided,hessians,250,0.000336376,1345.504,1328.848,1493.164,0.0,0,0,9216,12960
lagrange_triangle_order7_strided_all,lagrange_strided_batch,triangle,7,strided,all,250,0.000368298,1473.192,1473.06,1483.972,0.0,0,0,16128,18720
lagrange_triangle_order8_construction,lagrange_construction,triangle,8,construction,construction,20,2.9006e-05,1450.3,1448.75,1621.5,2.0,0,0,0,0
lagrange_triangle_order8_point_values,lagrange_scalar_point,triangle,8,point,values,1000,0.000213142,213.142,212.394,219.598,0.0,0,0,810,360
lagrange_triangle_order8_point_gradients,lagrange_scalar_point,triangle,8,point,gradients,1000,0.000225024,225.024,223.921,232.816,0.0,0,0,1620,1080
lagrange_triangle_order8_point_hessians,lagrange_scalar_point,triangle,8,point,hessians,1000,0.000326919,326.919,326.453,332.284,0.0,0,0,3240,3240
lagrange_triangle_order8_point_all,lagrange_scalar_point,triangle,8,point,all,1000,0.000372108,372.108,371.56,374.456,0.0,0,0,5670,4680
lagrange_triangle_order8_strided_values,lagrange_strided_batch,triangle,8,strided,values,200,0.000232396,1161.98,1158.255,1172.69,0.0,0,0,3240,1800
lagrange_triangle_order8_strided_gradients,lagrange_strided_batch,triangle,8,strided,gradients,200,0.000247885,1239.425,1239.305,1252.78,0.0,0,0,6480,5400
lagrange_triangle_order8_strided_hessians,lagrange_strided_batch,triangle,8,strided,hessians,200,0.000324529,1622.645,1616.585,1728.62,0.0,0,0,12960,16200
lagrange_triangle_order8_strided_all,lagrange_strided_batch,triangle,8,strided,all,200,0.000378254,1891.27,1889.37,1905.83,0.0,0,0,22680,23400
lagrange_quad_order1_construction,lagrange_construction,quad,1,construction,construction,20,8.855e-06,442.75,417.45,680.25,7.0,0,0,0,0
lagrange_quad_order1_point_values,lagrange_scalar_point,quad,1,point,values,5000,4.4747e-05,8.9494,8.9428,8.9824,0.0,0,0,20,32
lagrange_quad_order1_point_gradients,lagrange_scalar_point,quad,1,point,gradients,5000,5.6942e-05,11.3884,11.3848,12.2256,0.0,0,0,40,96
lagrange_quad_order1_point_hessians,lagrange_scalar_point,quad,1,point,hessians,5000,9.8899e-05,19.7798,19.7796,19.7844,0.0,0,0,64,288
lagrange_quad_order1_point_all,lagrange_scalar_point,quad,1,point,all,5000,0.000135492,27.0984,26.3796,28.9596,0.0,0,0,76,416
lagrange_quad_order1_strided_values,lagrange_strided_batch,quad,1,strided,values,1000,0.00011108,111.08,111.013,111.192,0.0,0,0,80,160
lagrange_quad_order1_strided_gradients,lagrange_strided_batch,quad,1,strided,gradients,1000,0.000133052,133.052,132.998,133.235,0.0,0,0,160,480
lagrange_quad_order1_strided_hessians,lagrange_strided_batch,quad,1,strided,hessians,1000,0.000164462,164.462,163.89,165.785,0.0,0,0,256,1440
lagrange_quad_order1_strided_all,lagrange_strided_batch,quad,1,strided,all,1000,0.000182477,182.477,182.131,184.589,0.0,0,0,304,2080
lagrange_quad_order2_construction,lagrange_construction,quad,2,construction,construction,20,1.2535e-05,626.75,623.35,714.9,9.0,0,0,0,0
lagrange_quad_order2_point_values,lagrange_scalar_point,quad,2,point,values,5000,6.8613e-05,13.7226,13.721,13.7248,0.0,0,0,33,72
lagrange_quad_order2_point_gradients,lagrange_scalar_point,quad,2,point,gradients,5000,9.6307e-05,19.2614,19.2614,19.27,0.0,0,0,66,216
lagrange_quad_order2_point_hessians,lagrange_scalar_point,quad,2,point,hessians,5000,0.000325935,65.187,65.1822,65.7288,0.0,0,0,108,648
lagrange_quad_order2_point_all,lagrange_scalar_point,quad,2,point,all,5000,0.00043545,87.09,85.0808,90.9566,0.0,0,0,135,936
lagrange_quad_order2_strided_values,lagrange_strided_batch,quad,2,strided,values,1000,0.000182397,182.397,182.392,182.588,0.0,0,0,132,360
lagrange_quad_order2_strided_gradients,lagrange_strided_batch,quad,2,strided,gradients,1000,0.000224781,224.781,221.82,228.627,0.0,0,0,264,1080
lagrange_quad_order2_strided_hessians,lagrange_strided_batch,quad,2,strided,hessians,1000,0.000310888,310.888,304.135,332.445,0.0,0,0,432,3240
lagrange_quad_order2_strided_all,lagrange_strided_batch,quad,2,strided,all,1000,0.000352417,352.417,350.43,354.752,0.0,0,0,540,4680
lagrange_quad_order3_construction,lagrange_construction,quad,3,construction,construction,20,1.7148e-05,857.4,845.15,1155.5,9.0,0,0,0,0
lagrange_quad_order3_point_values,lagrange_scalar_point,quad,3,point,values,2500,3.2111e-05,12.8444,12.7208,14.3828,0.0,0,0,48,128
lagrange_quad_order3_point_gradients,lagrange_scalar_point,quad,3,point,gradients,2500,8.8325e-05,35.33,35.3104,35.3604,0.0,0,0,96,384
lagrange_quad_order3_point_hessians,lagrange_scalar_point,quad,3,point,hessians,2500,0.000220797,88.3188,88.2744,89.324,0.0,0,0,160,1152
lagrange_quad_order3_point_all,lagrange_scalar_point,quad,3,point,all,2500,0.000309049,123.6196,123.4868,124.794,0.0,0,0,208,1664
lagrange_quad_order3_strided_values,lagrange_strided_batch,quad,3,strided,values,500,0.000142258,284.516,284.152,285.73,0.0,0,0,192,640
lagrange_quad_order3_strided_gradients,lagrange_strided_batch,quad,3,strided,gradients,500,0.000180355,360.71,357.744,364.562,0.0,0,0,384,1920
lagrange_quad_order3_strided_hessians,lagrange_strided_batch,quad,3,strided,hessians,500,0.00024898,497.96,497.88,503.094,0.0,0,0,640,5760
lagrange_quad_order3_strided_all,lagrange_strided_batch,quad,3,strided,all,500,0.000290979,581.958,581.5,586.848,0.0,0,0,832,8320
lagrange_quad_order4_construction,lagrange_construction,quad,4,construction,construction,20,2.4167e-05,1208.35,1198.3,1315.25,10.0,0,0,0,0
lagrange_quad_order4_point_values,lagrange_scalar_point,quad,4,point,values,1666,0.000155054,93.0696278511,92.8085234094,93.0774309724,0.0,0,0,65,200
lagrange_quad_order4_point_gradients,lagrange_scalar_point,quad,4,point,gradients,1666,0.000206784,124.120048019,122.989195678,125.683673469,0.0,0,0,130,600
lagrange_quad_order4_point_hessians,lagrange_scalar_point,quad,4,point,hessians,1666,0.000318544,191.202881152,190.045018007,195.863145258,0.0,0,0,220,1800
lagrange_quad_order4_point_all,lagrange_scalar_point,quad,4,point,all,1666,0.000391768,235.154861945,232.220288115,246.808523409,0.0,0,0,295,2600
lagrange_quad_order4_strided_values,lagrange_strided_batch,quad,4,strided,values,333,0.000137299,412.309309309,411.846846847,419.207207207,0.0,0,0,260,1000
lagrange_quad_order4_strided_gradients,lagrange_strided_batch,quad,4,strided,gradients,333,0.000177469,532.93993994,532.873873874,533.111111111,0.0,0,0,520,3000
lagrange_quad_order4_strided_hessians,lagrange_strided_batch,quad,4,strided,hessians,333,0.000253677,761.792792793,761.405405405,770.678678679,0.0,0,0,880,9000
lagrange_quad_order4_strided_all,lagrange_strided_batch,quad,4,strided,all,333,0.000298629,896.783783784,894.810810811,903.786786787,0.0,0,0,1180,13000
lagrange_quad_order5_construction,lagrange_construction,quad,5,construction,construction,20,4.883e-05,2441.5,2440.4,2682.0,41.0,0,0,0,0
lagrange_quad_order5_point_values,lagrange_scalar_point,quad,5,point,values,1250,0.000361172,288.9376,286.372,289.9656,0.0,0,0,84,288
lagrange_quad_order5_point_gradients,lagrange_scalar_point,quad,5,point,gradients,1250,0.000500573,400.4584,385.8192,401.476,0.0,0,0,168,864
lagrange_quad_order5_point_hessians,lagrange_scalar_point,quad,5,point,hessians,1250,0.000696701,557.3608,546.6864,568.1864,0.0,0,0,288,2592
lagrange_quad_order5_point_all,lagrange_scalar_point,quad,5,point,all,1250,0.000775285,620.228,616.708,627.8336,0.0,0,0,396,3744
lagrange_quad_order5_strided_values,lagrange_strided_batch,quad,5,strided,values,250,0.000255814,1023.256,988.8,1062.08,0.0,0,0,336,1440
